ID,year,age,sex,status,education,jobclass,health,health_ins,logwage,wage
1440,2004,31,Male,Never Married,College Grad,Information,Very Good,Yes,4.62324929,101.8243521
1441,2003,41,Male,Married,Some College,Industrial,Very Good,Yes,4.447158031,85.38394038
1442,2005,45,Male,Married,College Grad,Industrial,Very Good,Yes,4.959041392,142.4571699
1443,2003,49,Male,Married,HS Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
1444,2004,50,Male,Married,Some College,Industrial,Very Good,Yes,4.556302501,95.23071257
1445,2003,40,Male,Never Married,HS Grad,Industrial,Good,Yes,4.716003344,111.7208494
1446,2003,29,Male,Married,HS Grad,Industrial,Good,Yes,4.088136089,59.62864555
1447,2006,25,Male,Never Married,Some College,Industrial,Good,No,4.602059991,99.6894637
1448,2004,32,Male,Married,HS Grad,Industrial,Very Good,No,4.602059991,99.6894637
1449,2007,51,Male,Married,HS Grad,Information,Very Good,Yes,4.462397998,86.69515483
1450,2008,29,Male,Married,Some College,Industrial,Very Good,No,4.53307266,93.04401493
1451,2005,32,Male,Married,Some College,Information,Very Good,Yes,4.903089987,134.7053751
1452,2008,42,Male,Married,Some College,Industrial,Very Good,Yes,4.977723605,145.1436012
1453,2005,59,Male,Married,HS Grad,Information,Very Good,Yes,5,148.4131591
1454,2003,31,Male,Married,College Grad,Industrial,Good,No,4.477121255,87.98103279
1455,2006,29,Male,Married,Some College,Information,Good,No,4.685741739,108.39064
1456,2006,52,Male,Never Married,HS Grad,Industrial,Good,Yes,4.301029996,73.77574327
1457,2006,35,Male,Married,HS Grad,Industrial,Good,No,4.301029996,73.77574327
1458,2008,28,Male,Never Married,Less than HS Grad,Industrial,Good,Yes,4.666920265,106.3696472
1459,2006,50,Male,Married,College Grad,Industrial,Very Good,No,4.361727836,78.3924668
1460,2004,49,Male,Divorced,HS Grad,Industrial,Good,No,4.284430734,72.56122831
1461,2009,39,Male,Married,HS Grad,Information,Good,No,4.30105171,73.77734527
1462,2003,26,Male,Never Married,College Grad,Information,Very Good,No,3.643452676,38.22358282
1463,2003,31,Male,Never Married,Some College,Information,Very Good,Yes,4.602059991,99.6894637
1464,2007,50,Male,Never Married,HS Grad,Industrial,Good,No,3.920227711,50.41192284
1465,2009,62,Male,Married,Advanced Degree,Information,Very Good,Yes,5.138501638,170.4601659
1466,2004,35,Male,Married,Some College,Industrial,Very Good,No,4.812913357,123.0896998
1467,2005,22,Male,Never Married,Some College,Information,Very Good,No,4.301029996,73.77574327
1468,2003,55,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.707570176,110.7826503
1469,2006,63,Male,Married,Some College,Information,Good,Yes,4.832508913,125.5254984
1470,2004,63,Male,Divorced,HS Grad,Information,Very Good,No,4.318063335,75.04315402
1471,2008,39,Male,Married,College Grad,Industrial,Good,Yes,4.556302501,95.23071257
1472,2003,28,Male,Married,Less than HS Grad,Information,Very Good,No,4.77815125,118.8843593
1473,2006,43,Male,Married,College Grad,Information,Very Good,Yes,4.84509804,127.1157438
1474,2006,58,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.255272505,70.47601965
1475,2007,38,Male,Married,Advanced Degree,Information,Very Good,Yes,5.113943352,166.3249412
1476,2004,49,Male,Married,Some College,Industrial,Very Good,Yes,4.935597944,139.1563254
1477,2003,62,Male,Married,Some College,Information,Good,No,3.230448921,25.2910081
1478,2004,36,Male,Married,Some College,Information,Good,Yes,4.399950474,81.44683486
1479,2004,54,Male,Divorced,College Grad,Industrial,Very Good,No,4.477121255,87.98103279
1480,2005,26,Male,Married,HS Grad,Information,Very Good,Yes,4.757396029,116.4423183
1481,2009,46,Male,Married,Advanced Degree,Information,Very Good,Yes,5.113943352,166.3249412
1482,2006,58,Male,Divorced,Some College,Industrial,Very Good,Yes,5.008600172,149.6950421
1483,2005,22,Male,Never Married,Some College,Information,Very Good,Yes,4.301029996,73.77574327
1484,2005,58,Male,Married,Advanced Degree,Industrial,Very Good,No,5.626186335,277.6014175
1485,2008,63,Male,Married,College Grad,Industrial,Very Good,No,4.919078092,136.8763676
1486,2007,67,Male,Married,Less than HS Grad,Information,Very Good,Yes,4.86332286,129.4536446
1487,2008,44,Male,Married,HS Grad,Industrial,Very Good,Yes,4.716003344,111.7208494
1488,2003,51,Male,Married,College Grad,Industrial,Very Good,Yes,5.1857121,178.7006572
1489,2003,46,Male,Married,HS Grad,Industrial,Very Good,No,3.903089987,49.55533812
1490,2007,43,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.414973348,82.6796373
1491,2004,40,Male,Married,Some College,Industrial,Very Good,No,4.301029996,73.77574327
1492,2008,31,Male,Never Married,Some College,Industrial,Very Good,Yes,4.531478917,92.89584479
1493,2007,41,Male,Married,Advanced Degree,Information,Very Good,Yes,4.740362689,114.4757133
1494,2008,21,Male,Never Married,HS Grad,Industrial,Very Good,No,4.431363764,84.04595765
1495,2008,51,Male,Married,Some College,Information,Very Good,No,4.342422681,76.89360252
1496,2003,43,Male,Separated,Some College,Information,Very Good,Yes,4.380211242,79.85490031
1497,2004,34,Male,Married,Some College,Information,Very Good,Yes,4.875061263,130.9821774
1498,2008,45,Male,Married,Some College,Industrial,Very Good,Yes,5,148.4131591
1499,2008,35,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.176091259,65.11085372
1500,2004,33,Male,Married,HS Grad,Information,Very Good,Yes,4.903089987,134.7053751
1501,2003,46,Male,Married,HS Grad,Industrial,Very Good,Yes,4.544068044,94.07271475
1502,2003,38,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,4.544068044,94.07271475
1503,2004,44,Male,Never Married,College Grad,Information,Good,Yes,4.505149978,90.48191336
1504,2006,50,Male,Never Married,HS Grad,Information,Good,Yes,4.716011695,111.7217824
1505,2009,55,Male,Married,HS Grad,Information,Good,Yes,4.681241237,107.9039239
1506,2009,49,Male,Married,Advanced Degree,Information,Good,Yes,5.255272505,191.5736835
1507,2006,47,Male,Married,Advanced Degree,Information,Very Good,Yes,4.977723605,145.1436012
1508,2003,40,Male,Married,HS Grad,Information,Very Good,Yes,4.931874675,138.6391722
1509,2003,21,Male,Never Married,HS Grad,Industrial,Very Good,No,3.982271233,53.63872202
1510,2008,60,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.533174461,93.05348736
1511,2008,56,Male,Never Married,Less than HS Grad,Information,Very Good,No,4.397940009,81.28325328
1512,2004,61,Male,Married,Some College,Industrial,Good,No,4.857332496,128.6804882
1513,2008,44,Male,Married,Advanced Degree,Information,Very Good,Yes,4.913813852,136.1577108
1514,2007,43,Male,Divorced,Advanced Degree,Industrial,Good,Yes,5.079181246,160.6424754
1515,2005,29,Male,Married,Some College,Industrial,Good,Yes,4.698970004,109.8339856
1516,2003,38,Male,Married,College Grad,Information,Very Good,No,5,148.4131591
1517,2003,26,Male,Never Married,Some College,Industrial,Very Good,Yes,4.685741739,108.39064
1518,2006,28,Male,Never Married,HS Grad,Industrial,Very Good,No,4.206825876,67.14308075
1519,2003,38,Male,Never Married,College Grad,Information,Good,Yes,4.770852012,118.0197533
1520,2006,45,Male,Divorced,Some College,Industrial,Very Good,No,4.698970004,109.8339856
1521,2004,39,Male,Married,HS Grad,Industrial,Very Good,No,3.857332496,47.3389061
1522,2003,33,Male,Married,HS Grad,Industrial,Good,Yes,4.14176323,62.91365497
1523,2005,44,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.255272505,70.47601965
1524,2006,48,Male,Married,Some College,Industrial,Very Good,Yes,4.602059991,99.6894637
1525,2007,45,Male,Married,HS Grad,Industrial,Very Good,Yes,4.530353404,92.79134808
1526,2007,56,Male,Married,HS Grad,Industrial,Good,No,4.602081706,99.6916284
1527,2009,40,Male,Never Married,College Grad,Information,Very Good,No,4.740362689,114.4757133
1528,2006,71,Male,Married,Less than HS Grad,Industrial,Good,No,4.491361694,89.24288466
1529,2006,30,Male,Married,HS Grad,Industrial,Good,No,4.77815125,118.8843593
1530,2004,45,Male,Married,College Grad,Information,Very Good,Yes,5,148.4131591
1531,2004,41,Male,Married,HS Grad,Industrial,Very Good,Yes,4.505149978,90.48191336
1532,2003,40,Male,Married,Some College,Information,Very Good,Yes,4.77815125,118.8843593
1533,2004,59,Male,Married,Less than HS Grad,Information,Good,Yes,4.490520309,89.16782867
1534,2007,46,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.301029996,73.77574327
1535,2003,38,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.255272505,70.47601965
1536,2007,26,Male,Married,Some College,Industrial,Very Good,Yes,4.537819095,93.48669204
1537,2005,53,Male,Married,HS Grad,Information,Good,Yes,4.255272505,70.47601965
1538,2004,46,Male,Divorced,College Grad,Information,Very Good,Yes,4.602059991,99.6894637
1539,2007,42,Male,Married,Some College,Industrial,Very Good,Yes,4.591064607,98.59934386
1540,2006,28,Male,Never Married,Some College,Industrial,Good,No,4,54.59815003
1541,2004,30,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,4.462397998,86.69515483
1542,2008,34,Male,Married,College Grad,Information,Very Good,Yes,4.77815125,118.8843593
1543,2008,46,Male,Married,College Grad,Industrial,Good,No,5.079181246,160.6424754
1544,2007,22,Male,Never Married,Some College,Industrial,Good,No,4.079181246,59.09706408
1545,2007,37,Male,Never Married,HS Grad,Information,Very Good,Yes,4.529686954,92.72952791
1546,2008,27,Male,Married,Some College,Industrial,Good,Yes,4.146128036,63.188861
1547,2008,52,Male,Married,HS Grad,Information,Very Good,Yes,4.740362689,114.4757133
1548,2008,43,Male,Married,HS Grad,Industrial,Good,No,4.176091259,65.11085372
1549,2004,52,Male,Married,HS Grad,Industrial,Very Good,Yes,5,148.4131591
1550,2005,54,Male,Never Married,Some College,Information,Good,Yes,4.695831773,109.4898415
1551,2007,47,Male,Married,HS Grad,Industrial,Good,Yes,4.602059991,99.6894637
1552,2005,21,Male,Never Married,Some College,Information,Very Good,Yes,4.662757832,105.9278108
1553,2005,42,Male,Married,College Grad,Information,Very Good,Yes,4.903089987,134.7053751
1554,2003,72,Male,Married,Advanced Degree,Information,Good,Yes,5.243038049,189.2441629
1555,2003,38,Male,Married,HS Grad,Information,Good,Yes,4.653212514,104.9215065
1556,2009,53,Male,Married,HS Grad,Industrial,Very Good,Yes,4.414973348,82.6796373
1557,2006,35,Male,Separated,Some College,Information,Very Good,No,4.397940009,81.28325328
1558,2008,60,Male,Married,HS Grad,Industrial,Very Good,Yes,4.342422681,76.89360252
1559,2003,39,Male,Married,HS Grad,Information,Very Good,Yes,4.447158031,85.38394038
1560,2005,45,Male,Divorced,HS Grad,Information,Good,No,4.301029996,73.77574327
1561,2008,61,Male,Married,HS Grad,Information,Good,Yes,4.669158757,106.6080215
1562,2008,64,Male,Divorced,HS Grad,Information,Good,Yes,4.556302501,95.23071257
1563,2004,39,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.255272505,70.47601965
1564,2007,46,Male,Married,Some College,Information,Good,Yes,4.662757832,105.9278108
1565,2008,25,Male,Never Married,Some College,Information,Very Good,No,4.033423755,56.45386498
1566,2003,80,Male,Married,Some College,Information,Very Good,Yes,4.544068044,94.07271475
1567,2008,51,Male,Divorced,Some College,Industrial,Very Good,Yes,4.662757832,105.9278108
1568,2004,58,Male,Married,HS Grad,Industrial,Good,Yes,4.318063335,75.04315402
1569,2009,52,Male,Married,Some College,Industrial,Very Good,Yes,4.77815125,118.8843593
1570,2004,45,Male,Married,Advanced Degree,Information,Very Good,Yes,4.929418926,138.2991269
1571,2007,41,Male,Never Married,Some College,Industrial,Very Good,Yes,4.602059991,99.6894637
1572,2004,42,Male,Married,HS Grad,Industrial,Good,Yes,4.556302501,95.23071257
1573,2008,31,Male,Never Married,Some College,Industrial,Good,Yes,4.544068044,94.07271475
1574,2004,49,Male,Divorced,HS Grad,Information,Very Good,Yes,4.812913357,123.0896998
1575,2009,47,Male,Divorced,HS Grad,Industrial,Good,Yes,4.505149978,90.48191336
1576,2005,39,Male,Married,HS Grad,Information,Very Good,Yes,4.477121255,87.98103279
1577,2006,53,Male,Married,College Grad,Information,Very Good,Yes,4.698970004,109.8339856
1578,2003,37,Male,Married,HS Grad,Industrial,Good,Yes,4.447158031,85.38394038
1579,2003,52,Male,Married,College Grad,Industrial,Very Good,Yes,5.255272505,191.5736835
1580,2006,41,Male,Married,HS Grad,Industrial,Very Good,Yes,4.62324929,101.8243521
1581,2006,39,Male,Married,College Grad,Information,Very Good,Yes,5,148.4131591
1582,2009,63,Male,Married,Advanced Degree,Information,Very Good,Yes,5.146128036,171.7651326
1583,2007,23,Male,Never Married,HS Grad,Industrial,Very Good,No,4.29666519,73.45442826
1584,2004,62,Male,Married,HS Grad,Information,Very Good,Yes,4.477121255,87.98103279
1585,2004,43,Male,Married,Advanced Degree,Information,Very Good,Yes,5.606885241,272.2947832
1586,2004,29,Male,Never Married,HS Grad,Industrial,Very Good,No,4.633468456,102.8702469
1587,2004,43,Male,Married,Advanced Degree,Information,Very Good,Yes,5.079181246,160.6424754
1588,2008,34,Male,Married,College Grad,Information,Very Good,No,4.812913357,123.0896998
1589,2003,38,Male,Married,Advanced Degree,Information,Very Good,Yes,4.51851394,91.69922611
1590,2005,25,Male,Never Married,College Grad,Information,Very Good,Yes,4.447158031,85.38394038
1591,2005,64,Male,Married,HS Grad,Information,Good,Yes,4.698970004,109.8339856
1592,2003,49,Male,Married,College Grad,Industrial,Very Good,Yes,4.740362689,114.4757133
1593,2009,46,Male,Married,College Grad,Industrial,Very Good,Yes,4.434568904,84.31576886
1594,2006,30,Male,Married,Advanced Degree,Information,Very Good,Yes,4.740362689,114.4757133
1595,2003,33,Male,Never Married,Some College,Industrial,Good,No,4.049218023,57.35259108
1596,2007,29,Male,Married,College Grad,Information,Very Good,Yes,4.653212514,104.9215065
1597,2008,32,Male,Married,HS Grad,Information,Very Good,Yes,4.832508913,125.5254984
1598,2007,54,Male,Married,HS Grad,Information,Good,Yes,4.69019608,108.8745258
1599,2005,40,Male,Never Married,HS Grad,Industrial,Good,Yes,4.176091259,65.11085372
1600,2005,24,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1601,2008,30,Male,Separated,Less than HS Grad,Industrial,Good,No,4.260071388,70.81503862
1602,2009,49,Male,Married,College Grad,Industrial,Very Good,Yes,4.977723605,145.1436012
1603,2006,47,Male,Married,HS Grad,Industrial,Good,Yes,4.62324929,101.8243521
1604,2008,25,Male,Never Married,HS Grad,Industrial,Very Good,No,4.431363764,84.04595765
1605,2007,44,Male,Married,Some College,Industrial,Very Good,Yes,4.903089987,134.7053751
1606,2007,41,Male,Divorced,Less than HS Grad,Information,Good,Yes,4.579783597,97.49329405
1607,2005,54,Male,Separated,College Grad,Industrial,Very Good,Yes,5.041392685,154.685293
1608,2009,59,Male,Married,Advanced Degree,Information,Very Good,Yes,5.301029996,200.5432623
1609,2003,25,Male,Never Married,HS Grad,Industrial,Very Good,No,4.089905111,59.73422334
1610,2009,63,Male,Married,Advanced Degree,Industrial,Very Good,No,4.51851394,91.69922611
1611,2009,49,Male,Never Married,Some College,Information,Very Good,Yes,4.698970004,109.8339856
1612,2008,35,Male,Separated,Some College,Information,Very Good,Yes,4.740362689,114.4757133
1613,2006,24,Male,Never Married,HS Grad,Industrial,Good,No,4.193124598,66.22940829
1614,2003,66,Male,Married,HS Grad,Industrial,Good,Yes,4.531478917,92.89584479
1615,2008,57,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.544068044,94.07271475
1616,2003,47,Male,Married,College Grad,Information,Very Good,Yes,4.77815125,118.8843593
1617,2006,44,Male,Married,College Grad,Industrial,Good,Yes,4.886490725,132.4878211
1618,2006,56,Male,Married,College Grad,Industrial,Very Good,Yes,4.84509804,127.1157438
1619,2004,34,Male,Married,HS Grad,Information,Good,No,4.602059991,99.6894637
1620,2006,23,Male,Married,Less than HS Grad,Industrial,Very Good,No,3.698970004,40.40566526
1621,2008,30,Male,Married,College Grad,Industrial,Very Good,Yes,4.929418926,138.2991269
1622,2004,38,Male,Married,Some College,Industrial,Very Good,No,4.633468456,102.8702469
1623,2004,43,Male,Married,Less than HS Grad,Information,Very Good,Yes,4.380211242,79.85490031
1624,2007,58,Male,Divorced,Some College,Information,Good,Yes,4.716003344,111.7208494
1625,2005,36,Male,Married,HS Grad,Industrial,Very Good,No,4.130333768,62.19867943
1626,2007,48,Male,Never Married,HS Grad,Information,Good,Yes,4.255272505,70.47601965
1627,2005,35,Male,Married,HS Grad,Information,Very Good,Yes,4.45484486,86.04280113
1628,2006,22,Male,Never Married,HS Grad,Information,Very Good,No,4.602059991,99.6894637
1629,2007,50,Male,Married,College Grad,Information,Very Good,Yes,4.73239376,113.5670896
1630,2004,58,Male,Married,Less than HS Grad,Industrial,Good,No,4.612783857,100.7642728
1631,2003,20,Male,Never Married,HS Grad,Information,Very Good,No,4.113943352,61.18752643
1632,2007,44,Male,Married,HS Grad,Industrial,Very Good,Yes,4.732795698,113.6127457
1633,2003,50,Male,Married,College Grad,Information,Very Good,Yes,4.903089987,134.7053751
1634,2009,55,Male,Married,HS Grad,Industrial,Very Good,Yes,4.653231815,104.9235317
1635,2003,39,Male,Never Married,HS Grad,Information,Very Good,Yes,4.698970004,109.8339856
1636,2008,32,Male,Never Married,College Grad,Information,Very Good,Yes,5.623217234,276.7784133
1637,2008,50,Male,Married,College Grad,Information,Very Good,No,5,148.4131591
1638,2009,24,Male,Married,Less than HS Grad,Industrial,Very Good,No,5,148.4131591
1639,2009,53,Male,Married,Some College,Information,Very Good,Yes,4.698970004,109.8339856
1640,2003,35,Male,Married,HS Grad,Information,Good,No,4.397940009,81.28325328
1641,2003,25,Male,Never Married,Less than HS Grad,Information,Very Good,Yes,4.380211242,79.85490031
1642,2006,24,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1643,2005,57,Male,Separated,College Grad,Industrial,Very Good,Yes,5,148.4131591
1644,2005,43,Male,Married,Less than HS Grad,Information,Good,Yes,4.176091259,65.11085372
1645,2009,33,Male,Married,Some College,Information,Very Good,Yes,4.480725379,88.29869947
1646,2005,40,Male,Married,Some College,Information,Very Good,Yes,4.51851394,91.69922611
1647,2008,39,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.301029996,73.77574327
1648,2004,32,Male,Married,Advanced Degree,Information,Very Good,Yes,4.255272505,70.47601965
1649,2005,48,Male,Divorced,College Grad,Information,Very Good,Yes,4.857332496,128.6804882
1650,2004,29,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.544068044,94.07271475
1651,2005,35,Male,Divorced,College Grad,Industrial,Very Good,Yes,4.591064607,98.59934386
1652,2004,41,Male,Married,HS Grad,Industrial,Very Good,Yes,4.892094603,133.2323508
1653,2009,52,Male,Married,HS Grad,Industrial,Very Good,Yes,4.903089987,134.7053751
1654,2005,50,Male,Married,HS Grad,Industrial,Good,No,4.51851394,91.69922611
1655,2004,35,Male,Married,College Grad,Information,Very Good,No,5.079137814,160.6354986
1656,2007,27,Male,Married,Some College,Industrial,Very Good,Yes,4.602059991,99.6894637
1657,2004,57,Male,Married,Advanced Degree,Industrial,Good,Yes,4.740362689,114.4757133
1658,2004,48,Male,Married,Some College,Information,Very Good,No,4.579783597,97.49329405
1659,2009,41,Male,Divorced,Some College,Information,Good,Yes,4.58546073,98.04835051
1660,2005,59,Male,Married,Advanced Degree,Information,Very Good,Yes,4.653212514,104.9215065
1661,2003,55,Male,Married,College Grad,Information,Very Good,Yes,4.698970004,109.8339856
1662,2005,54,Male,Divorced,HS Grad,Information,Good,Yes,4.892094603,133.2323508
1663,2003,34,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.77815125,118.8843593
1664,2009,43,Male,Never Married,HS Grad,Information,Good,Yes,4.301029996,73.77574327
1665,2003,43,Male,Divorced,College Grad,Information,Very Good,Yes,4.653212514,104.9215065
1666,2003,62,Male,Widowed,Less than HS Grad,Industrial,Good,No,4.12762305,62.03030461
1667,2006,45,Male,Never Married,HS Grad,Information,Very Good,No,4.579783597,97.49329405
1668,2004,40,Male,Married,College Grad,Industrial,Very Good,Yes,4.982271233,145.8051634
1669,2003,33,Male,Married,HS Grad,Information,Very Good,Yes,4.414973348,82.6796373
1670,2005,45,Male,Married,Advanced Degree,Information,Good,Yes,5,148.4131591
1671,2009,21,Male,Never Married,Some College,Industrial,Very Good,No,3.903089987,49.55533812
1672,2009,54,Male,Married,Less than HS Grad,Industrial,Good,No,4.301029996,73.77574327
1673,2003,43,Male,Married,College Grad,Industrial,Very Good,No,4.301029996,73.77574327
1674,2004,54,Male,Married,College Grad,Industrial,Good,Yes,4.84509804,127.1157438
1675,2004,35,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.698970004,109.8339856
1676,2008,23,Male,Never Married,Some College,Industrial,Very Good,Yes,4.120573931,61.59458318
1677,2006,61,Male,Widowed,HS Grad,Industrial,Very Good,Yes,4.713490543,111.4404696
1678,2004,51,Male,Divorced,College Grad,Industrial,Very Good,Yes,4.929418926,138.2991269
1679,2006,43,Male,Married,Some College,Industrial,Very Good,Yes,4.84509804,127.1157438
1680,2003,20,Male,Never Married,HS Grad,Industrial,Very Good,No,4.322219295,75.35567932
1681,2007,51,Male,Married,Some College,Industrial,Very Good,Yes,4.934498451,139.0034081
1682,2009,65,Male,Married,HS Grad,Information,Good,Yes,4.77815125,118.8843593
1683,2009,37,Male,Married,HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1684,2008,24,Male,Never Married,HS Grad,Industrial,Very Good,No,4.193180274,66.23309573
1685,2003,36,Male,Married,HS Grad,Industrial,Good,Yes,4.294466226,73.29308207
1686,2005,45,Male,Married,Some College,Information,Very Good,No,4.875061263,130.9821774
1687,2008,33,Male,Married,Advanced Degree,Information,Very Good,Yes,5.623217234,276.7784133
1688,2009,36,Male,Divorced,HS Grad,Industrial,Good,No,4.464876871,86.91032774
1689,2004,32,Male,Married,HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1690,2009,45,Male,Married,HS Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
1691,2003,51,Male,Married,HS Grad,Industrial,Very Good,No,4.653212514,104.9215065
1692,2005,33,Male,Married,Some College,Information,Very Good,Yes,4.919078092,136.8763676
1693,2003,47,Male,Divorced,Some College,Industrial,Good,Yes,4.431363764,84.04595765
1694,2003,37,Male,Married,Advanced Degree,Information,Very Good,Yes,5.278753601,196.1252726
1695,2008,41,Male,Married,Some College,Information,Good,Yes,4.799340549,121.4303138
1696,2005,23,Male,Never Married,HS Grad,Information,Very Good,No,4.568483337,96.3977959
1697,2009,57,Male,Married,College Grad,Industrial,Very Good,Yes,4.857332496,128.6804882
1698,2006,61,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
1699,2007,47,Male,Divorced,Some College,Industrial,Very Good,Yes,4.447158031,85.38394038
1700,2003,29,Male,Married,College Grad,Information,Very Good,Yes,4.477121255,87.98103279
1701,2005,37,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
1702,2005,57,Male,Married,HS Grad,Industrial,Good,Yes,5,148.4131591
1703,2004,39,Male,Never Married,Advanced Degree,Information,Good,No,4.397940009,81.28325328
1704,2007,59,Male,Married,College Grad,Information,Very Good,Yes,4.982271233,145.8051634
1705,2007,31,Male,Married,College Grad,Information,Very Good,Yes,5.004321374,149.0558956
1706,2009,26,Male,Never Married,HS Grad,Industrial,Good,No,4.579783597,97.49329405
1707,2009,51,Male,Married,HS Grad,Industrial,Very Good,Yes,4.770852012,118.0197533
1708,2006,38,Male,Married,HS Grad,Industrial,Good,No,4.602059991,99.6894637
1709,2006,51,Male,Married,College Grad,Information,Good,No,4.77815125,118.8843593
1710,2004,50,Male,Married,HS Grad,Information,Very Good,Yes,4.380211242,79.85490031
1711,2005,32,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.77815125,118.8843593
1712,2007,38,Male,Married,College Grad,Information,Very Good,Yes,5.079181246,160.6424754
1713,2005,49,Male,Married,HS Grad,Industrial,Very Good,Yes,5.176091259,176.9896505
1714,2005,40,Male,Never Married,Some College,Information,Very Good,Yes,4.301029996,73.77574327
1715,2007,60,Male,Married,Advanced Degree,Information,Good,Yes,5.041392685,154.685293
1716,2007,30,Male,Never Married,College Grad,Information,Very Good,Yes,4.62324929,101.8243521
1717,2003,41,Male,Married,College Grad,Information,Very Good,Yes,4.875061263,130.9821774
1718,2009,32,Male,Never Married,Some College,Information,Good,Yes,4.740362689,114.4757133
1719,2009,26,Male,Never Married,College Grad,Information,Very Good,Yes,4.662757832,105.9278108
1720,2004,41,Male,Married,Some College,Industrial,Good,Yes,4.397940009,81.28325328
1721,2008,53,Male,Married,HS Grad,Industrial,Good,Yes,4.903089987,134.7053751
1722,2005,35,Male,Married,Some College,Information,Very Good,No,4.579783597,97.49329405
1723,2008,50,Male,Married,HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1724,2004,43,Male,Married,College Grad,Information,Very Good,Yes,5.146128036,171.7651326
1725,2003,50,Male,Separated,HS Grad,Information,Good,Yes,4.216957207,67.82678713
1726,2009,19,Male,Never Married,HS Grad,Information,Good,No,4.301029996,73.77574327
1727,2004,42,Male,Married,HS Grad,Industrial,Very Good,No,4.51851394,91.69922611
1728,2007,53,Male,Married,HS Grad,Industrial,Very Good,Yes,4.204119983,66.96164432
1729,2004,22,Male,Never Married,Some College,Information,Good,No,4.556302501,95.23071257
1730,2003,49,Male,Married,HS Grad,Industrial,Good,Yes,4.591064607,98.59934386
1731,2005,33,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1732,2005,31,Male,Never Married,HS Grad,Industrial,Good,Yes,4.397940009,81.28325328
1733,2004,43,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.505149978,90.48191336
1734,2009,57,Male,Married,Advanced Degree,Information,Very Good,No,4.698970004,109.8339856
1735,2005,40,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
1736,2003,48,Male,Married,HS Grad,Information,Very Good,Yes,4.437100219,84.52946902
1737,2004,46,Male,Married,College Grad,Industrial,Very Good,Yes,4.62324929,101.8243521
1738,2009,58,Male,Married,College Grad,Industrial,Very Good,Yes,4.653212514,104.9215065
1739,2003,50,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.653212514,104.9215065
1740,2005,38,Male,Married,Some College,Information,Very Good,Yes,4.602059991,99.6894637
1741,2004,33,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.619093331,101.4020523
1742,2007,52,Male,Married,Some College,Information,Very Good,Yes,5.004321374,149.0558956
1743,2004,48,Male,Married,Less than HS Grad,Industrial,Good,No,4.301029996,73.77574327
1744,2006,53,Male,Married,Advanced Degree,Information,Very Good,No,5.079181246,160.6424754
1745,2008,37,Male,Never Married,Some College,Information,Very Good,Yes,4.77815125,118.8843593
1746,2007,43,Male,Married,HS Grad,Industrial,Very Good,No,4.782522787,119.4052043
1747,2008,54,Male,Married,Some College,Industrial,Very Good,Yes,4.681241237,107.9039239
1748,2004,41,Male,Married,Advanced Degree,Information,Very Good,Yes,5.042575512,154.8683672
1749,2005,57,Male,Married,College Grad,Industrial,Good,No,4.322219295,75.35567932
1750,2007,54,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.77524626,118.5395025
1751,2009,25,Male,Divorced,HS Grad,Industrial,Good,Yes,4.342422681,76.89360252
1752,2003,35,Male,Separated,Less than HS Grad,Information,Very Good,No,4.130333768,62.19867943
1753,2008,29,Male,Married,Some College,Industrial,Very Good,Yes,5.204119983,182.020621
1754,2009,36,Male,Married,HS Grad,Industrial,Very Good,Yes,5.590617833,267.9010869
1755,2005,43,Male,Married,College Grad,Industrial,Good,Yes,4.954242509,141.7751723
